bidding_exercise,date,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date
October 2020 First Open Bidding Exercise,2020-10-07 00:00:00,2020,cat_a,36534.0,912.0,1272.0,907.0,4,10,1,2020-10-01 00:00:00
October 2020 First Open Bidding Exercise,2020-10-07 00:00:00,2020,cat_b,40690.0,805.0,1218.0,800.0,4,10,1,2020-10-01 00:00:00
October 2020 First Open Bidding Exercise,2020-10-07 00:00:00,2020,cat_c,33089.0,316.0,587.0,314.0,4,10,1,2020-10-01 00:00:00
October 2020 First Open Bidding Exercise,2020-10-07 00:00:00,2020,cat_d,7451.0,429.0,677.0,420.0,4,10,1,2020-10-01 00:00:00
October 2020 First Open Bidding Exercise,2020-10-07 00:00:00,2020,cat_e,40301.0,427.0,688.0,426.0,4,10,1,2020-10-01 00:00:00
September 2020 Second Open Bidding Exercise,2020-09-23 00:00:00,2020,cat_a,38504.0,1034.0,1540.0,1031.0,3,9,15,2020-09-15 00:00:00
September 2020 Second Open Bidding Exercise,2020-09-23 00:00:00,2020,cat_b,40989.0,912.0,1497.0,912.0,3,9,15,2020-09-15 00:00:00
September 2020 Second Open Bidding Exercise,2020-09-23 00:00:00,2020,cat_c,28589.0,351.0,591.0,346.0,3,9,15,2020-09-15 00:00:00
September 2020 Second Open Bidding Exercise,2020-09-23 00:00:00,2020,cat_d,7331.0,494.0,642.0,492.0,3,9,15,2020-09-15 00:00:00
September 2020 Second Open Bidding Exercise,2020-09-23 00:00:00,2020,cat_e,41001.0,471.0,671.0,468.0,3,9,15,2020-09-15 00:00:00
September 2020 First Open Bidding Exercise,2020-09-09 00:00:00,2020,cat_a,37766.0,1035.0,1737.0,1035.0,3,9,1,2020-09-01 00:00:00
September 2020 First Open Bidding Exercise,2020-09-09 00:00:00,2020,cat_b,41510.0,904.0,1715.0,892.0,3,9,1,2020-09-01 00:00:00
September 2020 First Open Bidding Exercise,2020-09-09 00:00:00,2020,cat_c,26644.0,354.0,525.0,350.0,3,9,1,2020-09-01 00:00:00
September 2020 First Open Bidding Exercise,2020-09-09 00:00:00,2020,cat_d,7399.0,496.0,691.0,488.0,3,9,1,2020-09-01 00:00:00
September 2020 First Open Bidding Exercise,2020-09-09 00:00:00,2020,cat_e,40790.0,470.0,672.0,470.0,3,9,1,2020-09-01 00:00:00
August 2020 Second Open Bidding Exercise,2020-08-19 00:00:00,2020,cat_a,35710.0,1034.0,2099.0,1019.0,3,8,15,2020-08-15 00:00:00
August 2020 Second Open Bidding Exercise,2020-08-19 00:00:00,2020,cat_b,38802.0,923.0,1727.0,912.0,3,8,15,2020-08-15 00:00:00
August 2020 Second Open Bidding Exercise,2020-08-19 00:00:00,2020,cat_c,25006.0,357.0,586.0,356.0,3,8,15,2020-08-15 00:00:00
August 2020 Second Open Bidding Exercise,2020-08-19 00:00:00,2020,cat_d,7432.0,495.0,797.0,491.0,3,8,15,2020-08-15 00:00:00
August 2020 Second Open Bidding Exercise,2020-08-19 00:00:00,2020,cat_e,38110.0,474.0,764.0,467.0,3,8,15,2020-08-15 00:00:00
August 2020 First Open Bidding Exercise,2020-08-05 00:00:00,2020,cat_a,33000.0,1022.0,2047.0,1007.0,3,8,1,2020-08-01 00:00:00
August 2020 First Open Bidding Exercise,2020-08-05 00:00:00,2020,cat_b,37102.0,932.0,1985.0,928.0,3,8,1,2020-08-01 00:00:00
August 2020 First Open Bidding Exercise,2020-08-05 00:00:00,2020,cat_c,24100.0,358.0,658.0,354.0,3,8,1,2020-08-01 00:00:00
August 2020 First Open Bidding Exercise,2020-08-05 00:00:00,2020,cat_d,7701.0,503.0,720.0,497.0,3,8,1,2020-08-01 00:00:00
August 2020 First Open Bidding Exercise,2020-08-05 00:00:00,2020,cat_e,36502.0,472.0,784.0,466.0,3,8,1,2020-08-01 00:00:00
July 2020 Second Open Bidding Exercise,2020-07-22 00:00:00,2020,cat_a,32699.0,1304.0,2485.0,1290.0,3,7,15,2020-07-15 00:00:00
July 2020 Second Open Bidding Exercise,2020-07-22 00:00:00,2020,cat_b,35001.0,1339.0,2497.0,1316.0,3,7,15,2020-07-15 00:00:00
July 2020 Second Open Bidding Exercise,2020-07-22 00:00:00,2020,cat_c,23888.0,489.0,759.0,482.0,3,7,15,2020-07-15 00:00:00
July 2020 Second Open Bidding Exercise,2020-07-22 00:00:00,2020,cat_d,6510.0,869.0,1355.0,864.0,3,7,15,2020-07-15 00:00:00
July 2020 Second Open Bidding Exercise,2020-07-22 00:00:00,2020,cat_e,35001.0,448.0,714.0,438.0,3,7,15,2020-07-15 00:00:00
July 2020 First Open Bidding Exercise,2020-07-08 00:00:00,2020,cat_a,33520.0,1289.0,3061.0,1286.0,3,7,1,2020-07-01 00:00:00
July 2020 First Open Bidding Exercise,2020-07-08 00:00:00,2020,cat_b,35889.0,1291.0,3160.0,1260.0,3,7,1,2020-07-01 00:00:00
July 2020 First Open Bidding Exercise,2020-07-08 00:00:00,2020,cat_c,24502.0,489.0,866.0,481.0,3,7,1,2020-07-01 00:00:00
July 2020 First Open Bidding Exercise,2020-07-08 00:00:00,2020,cat_d,7702.0,869.0,1611.0,856.0,3,7,1,2020-07-01 00:00:00
July 2020 First Open Bidding Exercise,2020-07-08 00:00:00,2020,cat_e,34989.0,444.0,937.0,436.0,3,7,1,2020-07-01 00:00:00
March 2020 Second Open Bidding Exercise,2020-03-18 00:00:00,2020,cat_a,31210.0,982.0,1421.0,962.0,1,3,15,2020-03-15 00:00:00
March 2020 Second Open Bidding Exercise,2020-03-18 00:00:00,2020,cat_b,30012.0,992.0,1366.0,943.0,1,3,15,2020-03-15 00:00:00
March 2020 Second Open Bidding Exercise,2020-03-18 00:00:00,2020,cat_c,22002.0,448.0,708.0,448.0,1,3,15,2020-03-15 00:00:00
March 2020 Second Open Bidding Exercise,2020-03-18 00:00:00,2020,cat_d,4489.0,581.0,757.0,576.0,1,3,15,2020-03-15 00:00:00
March 2020 Second Open Bidding Exercise,2020-03-18 00:00:00,2020,cat_e,32500.0,331.0,503.0,324.0,1,3,15,2020-03-15 00:00:00
March 2020 First Open Bidding Exercise,2020-03-04 00:00:00,2020,cat_a,32699.0,978.0,1436.0,973.0,1,3,1,2020-03-01 00:00:00
March 2020 First Open Bidding Exercise,2020-03-04 00:00:00,2020,cat_b,32801.0,987.0,1347.0,987.0,1,3,1,2020-03-01 00:00:00
March 2020 First Open Bidding Exercise,2020-03-04 00:00:00,2020,cat_c,24202.0,315.0,504.0,315.0,1,3,1,2020-03-01 00:00:00
March 2020 First Open Bidding Exercise,2020-03-04 00:00:00,2020,cat_d,4310.0,593.0,785.0,587.0,1,3,1,2020-03-01 00:00:00
March 2020 First Open Bidding Exercise,2020-03-04 00:00:00,2020,cat_e,32500.0,333.0,512.0,331.0,1,3,1,2020-03-01 00:00:00
February 2020 Second Open Bidding Exercise,2020-02-19 00:00:00,2020,cat_a,32999.0,982.0,1564.0,973.0,1,2,15,2020-02-15 00:00:00
February 2020 Second Open Bidding Exercise,2020-02-19 00:00:00,2020,cat_b,32889.0,987.0,1459.0,978.0,1,2,15,2020-02-15 00:00:00
February 2020 Second Open Bidding Exercise,2020-02-19 00:00:00,2020,cat_c,25001.0,352.0,561.0,219.0,1,2,15,2020-02-15 00:00:00
February 2020 Second Open Bidding Exercise,2020-02-19 00:00:00,2020,cat_d,4309.0,577.0,729.0,574.0,1,2,15,2020-02-15 00:00:00
February 2020 Second Open Bidding Exercise,2020-02-19 00:00:00,2020,cat_e,33301.0,328.0,550.0,324.0,1,2,15,2020-02-15 00:00:00
February 2020 First Open Bidding Exercise,2020-02-05 00:00:00,2020,cat_a,30010.0,982.0,1204.0,977.0,1,2,1,2020-02-01 00:00:00
February 2020 First Open Bidding Exercise,2020-02-05 00:00:00,2020,cat_b,30890.0,984.0,1173.0,980.0,1,2,1,2020-02-01 00:00:00
February 2020 First Open Bidding Exercise,2020-02-05 00:00:00,2020,cat_c,25013.0,314.0,504.0,314.0,1,2,1,2020-02-01 00:00:00
February 2020 First Open Bidding Exercise,2020-02-05 00:00:00,2020,cat_d,4401.0,578.0,821.0,562.0,1,2,1,2020-02-01 00:00:00
February 2020 First Open Bidding Exercise,2020-02-05 00:00:00,2020,cat_e,34900.0,335.0,525.0,330.0,1,2,1,2020-02-01 00:00:00
January 2020 Second Open Bidding Exercise,2020-01-22 00:00:00,2020,cat_a,35010.0,1034.0,1390.0,1025.0,1,1,15,2020-01-15 00:00:00
January 2020 Second Open Bidding Exercise,2020-01-22 00:00:00,2020,cat_b,37705.0,1012.0,1157.0,1008.0,1,1,15,2020-01-15 00:00:00
January 2020 Second Open Bidding Exercise,2020-01-22 00:00:00,2020,cat_c,25001.0,329.0,504.0,292.0,1,1,15,2020-01-15 00:00:00
January 2020 Second Open Bidding Exercise,2020-01-22 00:00:00,2020,cat_d,4610.0,693.0,936.0,693.0,1,1,15,2020-01-15 00:00:00
January 2020 Second Open Bidding Exercise,2020-01-22 00:00:00,2020,cat_e,37500.0,388.0,528.0,388.0,1,1,15,2020-01-15 00:00:00
January 2020 First Open Bidding Exercise,2020-01-08 00:00:00,2020,cat_a,35320.0,1035.0,1450.0,1026.0,1,1,1,2020-01-01 00:00:00
January 2020 First Open Bidding Exercise,2020-01-08 00:00:00,2020,cat_b,37109.0,1022.0,1229.0,1021.0,1,1,1,2020-01-01 00:00:00
January 2020 First Open Bidding Exercise,2020-01-08 00:00:00,2020,cat_c,24402.0,321.0,457.0,321.0,1,1,1,2020-01-01 00:00:00
January 2020 First Open Bidding Exercise,2020-01-08 00:00:00,2020,cat_d,3989.0,707.0,1084.0,706.0,1,1,1,2020-01-01 00:00:00
January 2020 First Open Bidding Exercise,2020-01-08 00:00:00,2020,cat_e,38000.0,384.0,541.0,377.0,1,1,1,2020-01-01 00:00:00
December 2019 Second Open Bidding Exercise,2019-12-18 00:00:00,2019,cat_a,32889.0,1029.0,1256.0,1013.0,4,12,15,2019-12-15 00:00:00
December 2019 Second Open Bidding Exercise,2019-12-18 00:00:00,2019,cat_b,36000.0,1015.0,1251.0,1015.0,4,12,15,2019-12-15 00:00:00
December 2019 Second Open Bidding Exercise,2019-12-18 00:00:00,2019,cat_c,23200.0,318.0,441.0,307.0,4,12,15,2019-12-15 00:00:00
December 2019 Second Open Bidding Exercise,2019-12-18 00:00:00,2019,cat_d,3658.0,697.0,850.0,696.0,4,12,15,2019-12-15 00:00:00
December 2019 Second Open Bidding Exercise,2019-12-18 00:00:00,2019,cat_e,37989.0,384.0,496.0,373.0,4,12,15,2019-12-15 00:00:00
December 2019 First Open Bidding Exercise,2019-12-04 00:00:00,2019,cat_a,33009.0,1030.0,1386.0,1013.0,4,12,1,2019-12-01 00:00:00
December 2019 First Open Bidding Exercise,2019-12-04 00:00:00,2019,cat_b,37900.0,1013.0,1265.0,1003.0,4,12,1,2019-12-01 00:00:00
December 2019 First Open Bidding Exercise,2019-12-04 00:00:00,2019,cat_c,23704.0,318.0,402.0,315.0,4,12,1,2019-12-01 00:00:00
December 2019 First Open Bidding Exercise,2019-12-04 00:00:00,2019,cat_d,3789.0,693.0,908.0,678.0,4,12,1,2019-12-01 00:00:00
December 2019 First Open Bidding Exercise,2019-12-04 00:00:00,2019,cat_e,38889.0,384.0,518.0,377.0,4,12,1,2019-12-01 00:00:00
November 2019 Second Open Bidding Exercise,2019-11-20 00:00:00,2019,cat_a,32000.0,1023.0,1468.0,1012.0,4,11,15,2019-11-15 00:00:00
November 2019 Second Open Bidding Exercise,2019-11-20 00:00:00,2019,cat_b,39700.0,1019.0,1331.0,1016.0,4,11,15,2019-11-15 00:00:00
November 2019 Second Open Bidding Exercise,2019-11-20 00:00:00,2019,cat_c,24502.0,322.0,495.0,322.0,4,11,15,2019-11-15 00:00:00
November 2019 Second Open Bidding Exercise,2019-11-20 00:00:00,2019,cat_d,3921.0,698.0,974.0,692.0,4,11,15,2019-11-15 00:00:00
November 2019 Second Open Bidding Exercise,2019-11-20 00:00:00,2019,cat_e,40889.0,390.0,540.0,383.0,4,11,15,2019-11-15 00:00:00
November 2019 First Open Bidding Exercise,2019-11-06 00:00:00,2019,cat_a,30000.0,1043.0,1302.0,1031.0,4,11,1,2019-11-01 00:00:00
November 2019 First Open Bidding Exercise,2019-11-06 00:00:00,2019,cat_b,40009.0,1017.0,1296.0,1016.0,4,11,1,2019-11-01 00:00:00
November 2019 First Open Bidding Exercise,2019-11-06 00:00:00,2019,cat_c,25392.0,318.0,440.0,318.0,4,11,1,2019-11-01 00:00:00
November 2019 First Open Bidding Exercise,2019-11-06 00:00:00,2019,cat_d,4100.0,693.0,831.0,691.0,4,11,1,2019-11-01 00:00:00
November 2019 First Open Bidding Exercise,2019-11-06 00:00:00,2019,cat_e,40101.0,383.0,587.0,376.0,4,11,1,2019-11-01 00:00:00
October 2019 Second Open Bidding Exercise,2019-10-23 00:00:00,2019,cat_a,32309.0,1060.0,1467.0,1056.0,4,10,15,2019-10-15 00:00:00
October 2019 Second Open Bidding Exercise,2019-10-23 00:00:00,2019,cat_b,41805.0,1044.0,1503.0,1037.0,4,10,15,2019-10-15 00:00:00
October 2019 Second Open Bidding Exercise,2019-10-23 00:00:00,2019,cat_c,26001.0,284.0,439.0,279.0,4,10,15,2019-10-15 00:00:00
October 2019 Second Open Bidding Exercise,2019-10-23 00:00:00,2019,cat_d,3889.0,753.0,989.0,746.0,4,10,15,2019-10-15 00:00:00
October 2019 Second Open Bidding Exercise,2019-10-23 00:00:00,2019,cat_e,42020.0,369.0,506.0,356.0,4,10,15,2019-10-15 00:00:00
October 2019 First Open Bidding Exercise,2019-10-09 00:00:00,2019,cat_a,34001.0,1057.0,1659.0,1033.0,4,10,1,2019-10-01 00:00:00
October 2019 First Open Bidding Exercise,2019-10-09 00:00:00,2019,cat_b,41361.0,1048.0,1559.0,1042.0,4,10,1,2019-10-01 00:00:00
October 2019 First Open Bidding Exercise,2019-10-09 00:00:00,2019,cat_c,26509.0,286.0,522.0,286.0,4,10,1,2019-10-01 00:00:00
October 2019 First Open Bidding Exercise,2019-10-09 00:00:00,2019,cat_d,3800.0,765.0,1036.0,763.0,4,10,1,2019-10-01 00:00:00
October 2019 First Open Bidding Exercise,2019-10-09 00:00:00,2019,cat_e,41001.0,364.0,601.0,358.0,4,10,1,2019-10-01 00:00:00
September 2019 Second Open Bidding Exercise,2019-09-18 00:00:00,2019,cat_a,31759.0,1056.0,1453.0,1053.0,3,9,15,2019-09-15 00:00:00
September 2019 Second Open Bidding Exercise,2019-09-18 00:00:00,2019,cat_b,37000.0,1044.0,1418.0,1042.0,3,9,15,2019-09-15 00:00:00
September 2019 Second Open Bidding Exercise,2019-09-18 00:00:00,2019,cat_c,25556.0,283.0,544.0,282.0,3,9,15,2019-09-15 00:00:00
September 2019 Second Open Bidding Exercise,2019-09-18 00:00:00,2019,cat_d,3601.0,907.0,1197.0,893.0,3,9,15,2019-09-15 00:00:00
September 2019 Second Open Bidding Exercise,2019-09-18 00:00:00,2019,cat_e,40000.0,365.0,632.0,350.0,3,9,15,2019-09-15 00:00:00
September 2019 First Open Bidding Exercise,2019-09-04 00:00:00,2019,cat_a,31783.0,1056.0,1656.0,1056.0,3,9,1,2019-09-01 00:00:00
September 2019 First Open Bidding Exercise,2019-09-04 00:00:00,2019,cat_b,36001.0,1046.0,1289.0,1040.0,3,9,1,2019-09-01 00:00:00
September 2019 First Open Bidding Exercise,2019-09-04 00:00:00,2019,cat_c,25502.0,302.0,446.0,299.0,3,9,1,2019-09-01 00:00:00
September 2019 First Open Bidding Exercise,2019-09-04 00:00:00,2019,cat_d,4089.0,739.0,1086.0,712.0,3,9,1,2019-09-01 00:00:00
September 2019 First Open Bidding Exercise,2019-09-04 00:00:00,2019,cat_e,37912.0,359.0,552.0,350.0,3,9,1,2019-09-01 00:00:00
August 2019 Second Open Bidding Exercise,2019-08-21 00:00:00,2019,cat_a,31917.0,1062.0,1725.0,1062.0,3,8,15,2019-08-15 00:00:00
August 2019 Second Open Bidding Exercise,2019-08-21 00:00:00,2019,cat_b,38602.0,1045.0,1415.0,1043.0,3,8,15,2019-08-15 00:00:00
August 2019 Second Open Bidding Exercise,2019-08-21 00:00:00,2019,cat_c,26501.0,283.0,446.0,283.0,3,8,15,2019-08-15 00:00:00
August 2019 Second Open Bidding Exercise,2019-08-21 00:00:00,2019,cat_d,4301.0,742.0,1010.0,574.0,3,8,15,2019-08-15 00:00:00
August 2019 Second Open Bidding Exercise,2019-08-21 00:00:00,2019,cat_e,40002.0,363.0,593.0,353.0,3,8,15,2019-08-15 00:00:00
August 2019 First Open Bidding Exercise,2019-08-07 00:00:00,2019,cat_a,32725.0,1059.0,2023.0,1059.0,3,8,1,2019-08-01 00:00:00
August 2019 First Open Bidding Exercise,2019-08-07 00:00:00,2019,cat_b,40001.0,1047.0,1487.0,1043.0,3,8,1,2019-08-01 00:00:00
August 2019 First Open Bidding Exercise,2019-08-07 00:00:00,2019,cat_c,27800.0,292.0,492.0,273.0,3,8,1,2019-08-01 00:00:00
August 2019 First Open Bidding Exercise,2019-08-07 00:00:00,2019,cat_d,4400.0,751.0,1040.0,751.0,3,8,1,2019-08-01 00:00:00
August 2019 First Open Bidding Exercise,2019-08-07 00:00:00,2019,cat_e,40512.0,357.0,589.0,353.0,3,8,1,2019-08-01 00:00:00
July 2019 Second Open Bidding Exercise,2019-07-17 00:00:00,2019,cat_a,26667.0,1623.0,1902.0,1617.0,3,7,15,2019-07-15 00:00:00
July 2019 Second Open Bidding Exercise,2019-07-17 00:00:00,2019,cat_b,39406.0,1143.0,1677.0,1140.0,3,7,15,2019-07-15 00:00:00
July 2019 Second Open Bidding Exercise,2019-07-17 00:00:00,2019,cat_c,24599.0,393.0,657.0,393.0,3,7,15,2019-07-15 00:00:00
July 2019 Second Open Bidding Exercise,2019-07-17 00:00:00,2019,cat_d,3554.0,900.0,1193.0,897.0,3,7,15,2019-07-15 00:00:00
July 2019 Second Open Bidding Exercise,2019-07-17 00:00:00,2019,cat_e,39889.0,375.0,751.0,367.0,3,7,15,2019-07-15 00:00:00
July 2019 First Open Bidding Exercise,2019-07-03 00:00:00,2019,cat_a,28589.0,1431.0,1795.0,1428.0,3,7,1,2019-07-01 00:00:00
July 2019 First Open Bidding Exercise,2019-07-03 00:00:00,2019,cat_b,34000.0,1141.0,1390.0,1135.0,3,7,1,2019-07-01 00:00:00
July 2019 First Open Bidding Exercise,2019-07-03 00:00:00,2019,cat_c,25089.0,390.0,649.0,382.0,3,7,1,2019-07-01 00:00:00
July 2019 First Open Bidding Exercise,2019-07-03 00:00:00,2019,cat_d,3081.0,902.0,1141.0,890.0,3,7,1,2019-07-01 00:00:00
July 2019 First Open Bidding Exercise,2019-07-03 00:00:00,2019,cat_e,36901.0,379.0,523.0,377.0,3,7,1,2019-07-01 00:00:00
June 2019 Second Open Bidding Exercise,2019-06-19 00:00:00,2019,cat_a,26999.0,1424.0,1742.0,1225.0,2,6,15,2019-06-15 00:00:00
June 2019 Second Open Bidding Exercise,2019-06-19 00:00:00,2019,cat_b,35906.0,1141.0,1418.0,1137.0,2,6,15,2019-06-15 00:00:00
June 2019 Second Open Bidding Exercise,2019-06-19 00:00:00,2019,cat_c,25501.0,393.0,607.0,390.0,2,6,15,2019-06-15 00:00:00
June 2019 Second Open Bidding Exercise,2019-06-19 00:00:00,2019,cat_d,3000.0,909.0,1187.0,906.0,2,6,15,2019-06-15 00:00:00
June 2019 Second Open Bidding Exercise,2019-06-19 00:00:00,2019,cat_e,39400.0,381.0,536.0,380.0,2,6,15,2019-06-15 00:00:00
June 2019 First Open Bidding Exercise,2019-06-06 00:00:00,2019,cat_a,30009.0,1424.0,1902.0,1417.0,2,6,1,2019-06-01 00:00:00
June 2019 First Open Bidding Exercise,2019-06-06 00:00:00,2019,cat_b,39728.0,1139.0,1346.0,1137.0,2,6,1,2019-06-01 00:00:00
June 2019 First Open Bidding Exercise,2019-06-06 00:00:00,2019,cat_c,25502.0,389.0,535.0,389.0,2,6,1,2019-06-01 00:00:00
June 2019 First Open Bidding Exercise,2019-06-06 00:00:00,2019,cat_d,3090.0,925.0,1149.0,920.0,2,6,1,2019-06-01 00:00:00
June 2019 First Open Bidding Exercise,2019-06-06 00:00:00,2019,cat_e,42002.0,380.0,724.0,375.0,2,6,1,2019-06-01 00:00:00
May 2019 Second Open Bidding Exercise,2019-05-23 00:00:00,2019,cat_a,27000.0,1475.0,1799.0,1475.0,2,5,15,2019-05-15 00:00:00
May 2019 Second Open Bidding Exercise,2019-05-23 00:00:00,2019,cat_b,42564.0,1163.0,1407.0,1161.0,2,5,15,2019-05-15 00:00:00
May 2019 Second Open Bidding Exercise,2019-05-23 00:00:00,2019,cat_c,27400.0,409.0,600.0,406.0,2,5,15,2019-05-15 00:00:00
May 2019 Second Open Bidding Exercise,2019-05-23 00:00:00,2019,cat_d,3202.0,898.0,1193.0,886.0,2,5,15,2019-05-15 00:00:00
May 2019 Second Open Bidding Exercise,2019-05-23 00:00:00,2019,cat_e,47000.0,382.0,626.0,375.0,2,5,15,2019-05-15 00:00:00
May 2019 First Open Bidding Exercise,2019-05-08 00:00:00,2019,cat_a,36704.0,1431.0,1988.0,1431.0,2,5,1,2019-05-01 00:00:00
May 2019 First Open Bidding Exercise,2019-05-08 00:00:00,2019,cat_b,48010.0,1139.0,1360.0,1139.0,2,5,1,2019-05-01 00:00:00
May 2019 First Open Bidding Exercise,2019-05-08 00:00:00,2019,cat_c,28559.0,394.0,610.0,394.0,2,5,1,2019-05-01 00:00:00
May 2019 First Open Bidding Exercise,2019-05-08 00:00:00,2019,cat_d,3352.0,923.0,1154.0,896.0,2,5,1,2019-05-01 00:00:00
May 2019 First Open Bidding Exercise,2019-05-08 00:00:00,2019,cat_e,52502.0,384.0,513.0,379.0,2,5,1,2019-05-01 00:00:00
April 2019 Second Open Bidding Exercise,2019-04-17 00:00:00,2019,cat_a,33199.0,1653.0,2249.0,1603.0,2,4,15,2019-04-15 00:00:00
April 2019 Second Open Bidding Exercise,2019-04-17 00:00:00,2019,cat_b,48000.0,1205.0,1634.0,1181.0,2,4,15,2019-04-15 00:00:00
April 2019 Second Open Bidding Exercise,2019-04-17 00:00:00,2019,cat_c,32001.0,304.0,560.0,284.0,2,4,15,2019-04-15 00:00:00
April 2019 Second Open Bidding Exercise,2019-04-17 00:00:00,2019,cat_d,3452.0,835.0,1129.0,834.0,2,4,15,2019-04-15 00:00:00
April 2019 Second Open Bidding Exercise,2019-04-17 00:00:00,2019,cat_e,52410.0,398.0,667.0,391.0,2,4,15,2019-04-15 00:00:00
April 2019 First Open Bidding Exercise,2019-04-03 00:00:00,2019,cat_a,29159.0,1656.0,2338.0,1650.0,2,4,1,2019-04-01 00:00:00
April 2019 First Open Bidding Exercise,2019-04-03 00:00:00,2019,cat_b,43102.0,1202.0,1782.0,1202.0,2,4,1,2019-04-01 00:00:00
April 2019 First Open Bidding Exercise,2019-04-03 00:00:00,2019,cat_c,27589.0,309.0,431.0,304.0,2,4,1,2019-04-01 00:00:00
April 2019 First Open Bidding Exercise,2019-04-03 00:00:00,2019,cat_d,3501.0,829.0,1193.0,803.0,2,4,1,2019-04-01 00:00:00
April 2019 First Open Bidding Exercise,2019-04-03 00:00:00,2019,cat_e,48209.0,400.0,648.0,391.0,2,4,1,2019-04-01 00:00:00
March 2019 Second Open Bidding Exercise,2019-03-20 00:00:00,2019,cat_a,26659.0,1650.0,2204.0,1647.0,1,3,15,2019-03-15 00:00:00
March 2019 Second Open Bidding Exercise,2019-03-20 00:00:00,2019,cat_b,39401.0,1201.0,1878.0,1195.0,1,3,15,2019-03-15 00:00:00
March 2019 Second Open Bidding Exercise,2019-03-20 00:00:00,2019,cat_c,27021.0,304.0,411.0,304.0,1,3,15,2019-03-15 00:00:00
March 2019 Second Open Bidding Exercise,2019-03-20 00:00:00,2019,cat_d,3469.0,834.0,1039.0,825.0,1,3,15,2019-03-15 00:00:00
March 2019 Second Open Bidding Exercise,2019-03-20 00:00:00,2019,cat_e,41000.0,397.0,730.0,396.0,1,3,15,2019-03-15 00:00:00
March 2019 First Open Bidding Exercise,2019-03-06 00:00:00,2019,cat_a,26309.0,1659.0,2213.0,1653.0,1,3,1,2019-03-01 00:00:00
March 2019 First Open Bidding Exercise,2019-03-06 00:00:00,2019,cat_b,36961.0,1233.0,1903.0,1230.0,1,3,1,2019-03-01 00:00:00
March 2019 First Open Bidding Exercise,2019-03-06 00:00:00,2019,cat_c,27010.0,306.0,443.0,301.0,1,3,1,2019-03-01 00:00:00
March 2019 First Open Bidding Exercise,2019-03-06 00:00:00,2019,cat_d,3602.0,825.0,1175.0,822.0,1,3,1,2019-03-01 00:00:00
March 2019 First Open Bidding Exercise,2019-03-06 00:00:00,2019,cat_e,37620.0,408.0,689.0,405.0,1,3,1,2019-03-01 00:00:00
February 2019 Second Open Bidding Exercise,2019-02-20 00:00:00,2019,cat_a,26301.0,1650.0,2261.0,1650.0,1,2,15,2019-02-15 00:00:00
February 2019 Second Open Bidding Exercise,2019-02-20 00:00:00,2019,cat_b,35403.0,1214.0,1993.0,1213.0,1,2,15,2019-02-15 00:00:00
February 2019 Second Open Bidding Exercise,2019-02-20 00:00:00,2019,cat_c,26914.0,306.0,433.0,306.0,1,2,15,2019-02-15 00:00:00
February 2019 Second Open Bidding Exercise,2019-02-20 00:00:00,2019,cat_d,3689.0,826.0,1100.0,817.0,1,2,15,2019-02-15 00:00:00
February 2019 Second Open Bidding Exercise,2019-02-20 00:00:00,2019,cat_e,36667.0,407.0,658.0,407.0,1,2,15,2019-02-15 00:00:00
February 2019 First Open Bidding Exercise,2019-02-08 00:00:00,2019,cat_a,25689.0,1662.0,2371.0,1653.0,1,2,1,2019-02-01 00:00:00
February 2019 First Open Bidding Exercise,2019-02-08 00:00:00,2019,cat_b,34509.0,1202.0,1937.0,1169.0,1,2,1,2019-02-01 00:00:00
February 2019 First Open Bidding Exercise,2019-02-08 00:00:00,2019,cat_c,26378.0,326.0,466.0,324.0,1,2,1,2019-02-01 00:00:00
February 2019 First Open Bidding Exercise,2019-02-08 00:00:00,2019,cat_d,3709.0,834.0,1164.0,834.0,1,2,1,2019-02-01 00:00:00
