bidding_exercise,date,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag,year_lag,total_motor_veh_dereg,cat_a_dereg,gdp,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,air_departures,birth_rate
July 2008 Second Open Bidding Exercise,2008-07-23 00:00:00,2008,cat_a,14101.0,2048.0,2464.0,2047.0,3,7,15,2008-07-15 00:00:00,879022.0,314265.0,8.0,2008.0,6771.0,3269.0,0.1,4.0,2009.0,1.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2830.75,1530938.0,10.2
July 2008 First Open Bidding Exercise,2008-07-09 00:00:00,2008,cat_a,14685.0,2036.0,2463.0,2036.0,3,7,1,2008-07-01 00:00:00,879022.0,314265.0,8.0,2008.0,6771.0,3269.0,0.1,4.0,2009.0,1.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2906.79,1530938.0,10.2
June 2008 Second Open Bidding Exercise,2008-06-18 00:00:00,2008,cat_a,14101.0,2037.0,2319.0,2024.0,2,6,15,2008-06-15 00:00:00,874969.0,312926.0,7.0,2008.0,6559.0,3230.0,2.2,3.0,2008.0,4.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1513040.0,10.2
June 2008 First Open Bidding Exercise,2008-06-04 00:00:00,2008,cat_a,14590.0,2038.0,2500.0,2038.0,2,6,1,2008-06-01 00:00:00,874969.0,312926.0,7.0,2008.0,6559.0,3230.0,2.2,3.0,2008.0,4.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1513040.0,10.2
May 2008 Second Open Bidding Exercise,2008-05-22 00:00:00,2008,cat_a,15701.0,2063.0,2824.0,2062.0,2,5,15,2008-05-15 00:00:00,870441.0,311442.0,6.0,2008.0,6190.0,3103.0,2.2,3.0,2008.0,4.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,3207.43,1534984.0,10.2
May 2008 First Open Bidding Exercise,2008-05-07 00:00:00,2008,cat_a,11009.0,2053.0,2211.0,2051.0,2,5,1,2008-05-01 00:00:00,870441.0,311442.0,6.0,2008.0,6190.0,3103.0,2.2,3.0,2008.0,4.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1534984.0,10.2
April 2008 Second Open Bidding Exercise,2008-04-23 00:00:00,2008,cat_a,15600.0,2036.0,2197.0,2009.0,2,4,15,2008-04-15 00:00:00,866138.0,309937.0,5.0,2008.0,6980.0,3498.0,2.2,3.0,2008.0,4.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,3056.49,1460867.0,10.2
April 2008 First Open Bidding Exercise,2008-04-09 00:00:00,2008,cat_a,16930.0,2043.0,2570.0,2026.0,2,4,1,2008-04-01 00:00:00,866138.0,309937.0,5.0,2008.0,6980.0,3498.0,2.2,3.0,2008.0,4.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,3046.54,1460867.0,10.2
March 2008 Second Open Bidding Exercise,2008-03-19 00:00:00,2008,cat_a,15389.0,2161.0,2474.0,2161.0,1,3,15,2008-03-15 00:00:00,862213.0,308463.0,4.0,2008.0,6848.0,3486.0,8.1,2.0,2008.0,3.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1565559.0,10.2
March 2008 First Open Bidding Exercise,2008-03-05 00:00:00,2008,cat_a,14351.0,2171.0,2727.0,2164.0,1,3,1,2008-03-01 00:00:00,862213.0,308463.0,4.0,2008.0,6848.0,3486.0,8.1,2.0,2008.0,3.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1565559.0,10.2
February 2008 Second Open Bidding Exercise,2008-02-20 00:00:00,2008,cat_a,12856.0,2291.0,2923.0,2288.0,1,2,15,2008-02-15 00:00:00,859091.0,307821.0,3.0,2008.0,5282.0,2549.0,8.1,2.0,2008.0,3.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,3088.68,1416975.0,10.2
February 2008 First Open Bidding Exercise,2008-02-05 00:00:00,2008,cat_a,12002.0,2167.0,3005.0,2155.0,1,2,1,2008-02-01 00:00:00,859091.0,307821.0,3.0,2008.0,5282.0,2549.0,8.1,2.0,2008.0,3.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,3007.8,1416975.0,10.2
January 2008 Second Open Bidding Exercise,2008-01-23 00:00:00,2008,cat_a,12001.0,2231.0,2611.0,2098.0,1,1,15,2008-01-15 00:00:00,855798.0,306775.0,2.0,2008.0,7078.0,3288.0,8.1,2.0,2008.0,3.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,3154.58,1465433.0,10.2
January 2008 First Open Bidding Exercise,2008-01-09 00:00:00,2008,cat_a,14052.0,2162.0,2553.0,2154.0,1,1,1,2008-01-01 00:00:00,855798.0,306775.0,2.0,2008.0,7078.0,3288.0,8.1,2.0,2008.0,3.0,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,,1465433.0,10.2
January 2007 First Open Bidding Exercise,2007-01-01 00:00:00,2007,cat_a,11704.0,2668.0,3686.0,2663.0,1,1,1,2007-01-01 00:00:00,804095.0,286918.0,2.0,2007.0,8272.0,4319.0,13.9,2.0,2007.0,3.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1368539.0,10.3
January 2007 Second Open Bidding Exercise,2007-01-15 00:00:00,2007,cat_a,11881.0,2671.0,3155.0,2670.0,1,1,15,2007-01-15 00:00:00,804095.0,286918.0,2.0,2007.0,8272.0,4319.0,13.9,2.0,2007.0,3.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2963.1,1368539.0,10.3
February 2007 First Open Bidding Exercise,2007-02-01 00:00:00,2007,cat_a,11489.0,2673.0,3005.0,2654.0,1,2,1,2007-02-01 00:00:00,807663.0,288505.0,3.0,2007.0,6725.0,3495.0,13.9,2.0,2007.0,3.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3089.4,1301969.0,10.3
February 2007 Second Open Bidding Exercise,2007-02-15 00:00:00,2007,cat_a,5200.0,2670.0,2823.0,2670.0,1,2,15,2007-02-15 00:00:00,807663.0,288505.0,3.0,2007.0,6725.0,3495.0,13.9,2.0,2007.0,3.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3186.38,1301969.0,10.3
March 2007 First Open Bidding Exercise,2007-03-01 00:00:00,2007,cat_a,12602.0,2687.0,5296.0,2680.0,1,3,1,2007-03-01 00:00:00,811461.0,290285.0,4.0,2007.0,8660.0,4235.0,13.9,2.0,2007.0,3.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3020.3,1478309.0,10.3
March 2007 Second Open Bidding Exercise,2007-03-15 00:00:00,2007,cat_a,13504.0,2669.0,4752.0,2659.0,1,3,15,2007-03-15 00:00:00,811461.0,290285.0,4.0,2007.0,8660.0,4235.0,13.9,2.0,2007.0,3.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3031.97,1478309.0,10.3
April 2007 First Open Bidding Exercise,2007-04-01 00:00:00,2007,cat_a,14000.0,2165.0,3691.0,2161.0,2,4,1,2007-04-01 00:00:00,814978.0,291972.0,5.0,2007.0,7882.0,3798.0,16.9,3.0,2007.0,4.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1419379.0,10.3
April 2007 Second Open Bidding Exercise,2007-04-15 00:00:00,2007,cat_a,14601.0,2168.0,3327.0,2168.0,2,4,15,2007-04-15 00:00:00,814978.0,291972.0,5.0,2007.0,7882.0,3798.0,16.9,3.0,2007.0,4.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1419379.0,10.3
May 2007 First Open Bidding Exercise,2007-05-01 00:00:00,2007,cat_a,16159.0,2163.0,3449.0,2163.0,2,5,1,2007-05-01 00:00:00,818835.0,293604.0,6.0,2007.0,7584.0,3605.0,16.9,3.0,2007.0,4.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1446780.0,10.3
May 2007 Second Open Bidding Exercise,2007-05-15 00:00:00,2007,cat_a,17010.0,2158.0,2825.0,2147.0,2,5,15,2007-05-15 00:00:00,818835.0,293604.0,6.0,2007.0,7584.0,3605.0,16.9,3.0,2007.0,4.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3393.39,1446780.0,10.3
June 2007 First Open Bidding Exercise,2007-06-01 00:00:00,2007,cat_a,16181.0,2159.0,2441.0,2159.0,2,6,1,2007-06-01 00:00:00,824388.0,295817.0,7.0,2007.0,6736.0,3318.0,16.9,3.0,2007.0,4.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3480.46,1467817.0,10.3
June 2007 Second Open Bidding Exercise,2007-06-15 00:00:00,2007,cat_a,15591.0,2169.0,2489.0,2119.0,2,6,15,2007-06-15 00:00:00,824388.0,295817.0,7.0,2007.0,6736.0,3318.0,16.9,3.0,2007.0,4.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3497.37,1467817.0,10.3
July 2007 First Open Bidding Exercise,2007-07-01 00:00:00,2007,cat_a,14801.0,2159.0,2480.0,2150.0,3,7,1,2007-07-01 00:00:00,828375.0,297343.0,8.0,2007.0,6336.0,3110.0,17.3,4.0,2008.0,1.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1496093.0,10.3
July 2007 Second Open Bidding Exercise,2007-07-15 00:00:00,2007,cat_a,16000.0,2208.0,2678.0,2177.0,3,7,15,2007-07-15 00:00:00,828375.0,297343.0,8.0,2007.0,6336.0,3110.0,17.3,4.0,2008.0,1.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1496093.0,10.3
August 2007 First Open Bidding Exercise,2007-08-01 00:00:00,2007,cat_a,17001.0,2168.0,2632.0,2018.0,3,8,1,2007-08-01 00:00:00,832996.0,298733.0,9.0,2007.0,6092.0,2852.0,17.3,4.0,2008.0,1.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3364.33,1498667.0,10.3
August 2007 Second Open Bidding Exercise,2007-08-15 00:00:00,2007,cat_a,8118.0,2189.0,2315.0,2188.0,3,8,15,2007-08-15 00:00:00,832996.0,298733.0,9.0,2007.0,6092.0,2852.0,17.3,4.0,2008.0,1.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3217.34,1498667.0,10.3
September 2007 First Open Bidding Exercise,2007-09-01 00:00:00,2007,cat_a,17999.0,2309.0,3753.0,2303.0,3,9,1,2007-09-01 00:00:00,837844.0,300612.0,10.0,2007.0,5877.0,2750.0,17.3,4.0,2008.0,1.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1385013.0,10.3
September 2007 Second Open Bidding Exercise,2007-09-15 00:00:00,2007,cat_a,17941.0,2159.0,3055.0,2159.0,3,9,15,2007-09-15 00:00:00,837844.0,300612.0,10.0,2007.0,5877.0,2750.0,17.3,4.0,2008.0,1.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1385013.0,10.3
October 2007 First Open Bidding Exercise,2007-10-01 00:00:00,2007,cat_a,16999.0,2165.0,2604.0,2160.0,4,10,1,2007-10-01 00:00:00,842256.0,302146.0,11.0,2007.0,6542.0,3135.0,13.9,1.0,2008.0,2.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3696.26,1485531.0,10.3
October 2007 Second Open Bidding Exercise,2007-10-15 00:00:00,2007,cat_a,12401.0,2158.0,2472.0,2158.0,4,10,15,2007-10-15 00:00:00,842256.0,302146.0,11.0,2007.0,6542.0,3135.0,13.9,1.0,2008.0,2.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3818.96,1485531.0,10.3
November 2007 First Open Bidding Exercise,2007-11-01 00:00:00,2007,cat_a,16839.0,2164.0,3040.0,2149.0,4,11,1,2007-11-01 00:00:00,846299.0,303559.0,12.0,2007.0,5143.0,2473.0,13.9,1.0,2008.0,2.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3760.57,1564788.0,10.3
November 2007 Second Open Bidding Exercise,2007-11-15 00:00:00,2007,cat_a,14404.0,2158.0,2450.0,2154.0,4,11,15,2007-11-15 00:00:00,846299.0,303559.0,12.0,2007.0,5143.0,2473.0,13.9,1.0,2008.0,2.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3460.32,1564788.0,10.3
December 2007 First Open Bidding Exercise,2007-12-01 00:00:00,2007,cat_a,12001.0,2174.0,2373.0,2171.0,4,12,1,2007-12-01 00:00:00,851336.0,304853.0,1.0,2008.0,5706.0,2805.0,13.9,1.0,2008.0,2.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1668761.0,10.3
December 2007 Second Open Bidding Exercise,2007-12-15 00:00:00,2007,cat_a,14001.0,2162.0,2588.0,2089.0,4,12,15,2007-12-15 00:00:00,851336.0,304853.0,1.0,2008.0,5706.0,2805.0,13.9,1.0,2008.0,2.0,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,,1668761.0,10.3
January 2006 First Open Bidding Exercise,2006-01-01 00:00:00,2006,cat_a,10602.0,2787.0,3076.0,2778.0,1,1,1,2006-01-01 00:00:00,759655.0,269747.0,2.0,2006.0,8901.0,4755.0,10.5,2.0,2006.0,3.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1340581.0,10.3
January 2006 Second Open Bidding Exercise,2006-01-15 00:00:00,2006,cat_a,8009.0,2785.0,3213.0,2783.0,1,1,15,2006-01-15 00:00:00,759655.0,269747.0,2.0,2006.0,8901.0,4755.0,10.5,2.0,2006.0,3.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1340581.0,10.3
February 2006 First Open Bidding Exercise,2006-02-01 00:00:00,2006,cat_a,10284.0,2794.0,5517.0,2787.0,1,2,1,2006-02-01 00:00:00,761335.0,270276.0,3.0,2006.0,8390.0,4329.0,10.5,2.0,2006.0,3.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2365.52,1195684.0,10.3
February 2006 Second Open Bidding Exercise,2006-02-15 00:00:00,2006,cat_a,10103.0,2787.0,5030.0,2779.0,1,2,15,2006-02-15 00:00:00,761335.0,270276.0,3.0,2006.0,8390.0,4329.0,10.5,2.0,2006.0,3.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2354.03,1195684.0,10.3
March 2006 First Open Bidding Exercise,2006-03-01 00:00:00,2006,cat_a,11199.0,2792.0,5001.0,2786.0,1,3,1,2006-03-01 00:00:00,766036.0,272085.0,4.0,2006.0,11503.0,5974.0,10.5,2.0,2006.0,3.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2423.34,1357895.0,10.3
March 2006 Second Open Bidding Exercise,2006-03-15 00:00:00,2006,cat_a,11904.0,2792.0,4381.0,2784.0,1,3,15,2006-03-15 00:00:00,766036.0,272085.0,4.0,2006.0,11503.0,5974.0,10.5,2.0,2006.0,3.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2435.0,1357895.0,10.3
April 2006 First Open Bidding Exercise,2006-04-01 00:00:00,2006,cat_a,11901.0,2222.0,3183.0,2215.0,2,4,1,2006-04-01 00:00:00,768335.0,272933.0,5.0,2006.0,9775.0,4660.0,11.9,3.0,2006.0,4.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1356139.0,10.3
April 2006 Second Open Bidding Exercise,2006-04-15 00:00:00,2006,cat_a,11901.0,2225.0,2762.0,2220.0,2,4,15,2006-04-15 00:00:00,768335.0,272933.0,5.0,2006.0,9775.0,4660.0,11.9,3.0,2006.0,4.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1356139.0,10.3
May 2006 First Open Bidding Exercise,2006-05-01 00:00:00,2006,cat_a,10003.0,2223.0,2426.0,2222.0,2,5,1,2006-05-01 00:00:00,772621.0,274526.0,6.0,2006.0,8957.0,4610.0,11.9,3.0,2006.0,4.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1354092.0,10.3
May 2006 Second Open Bidding Exercise,2006-05-15 00:00:00,2006,cat_a,10100.0,2222.0,2473.0,2222.0,2,5,15,2006-05-15 00:00:00,772621.0,274526.0,6.0,2006.0,8957.0,4610.0,11.9,3.0,2006.0,4.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2475.32,1354092.0,10.3
June 2006 First Open Bidding Exercise,2006-06-01 00:00:00,2006,cat_a,11202.0,2217.0,2688.0,2217.0,2,6,1,2006-06-01 00:00:00,776571.0,276010.0,7.0,2006.0,8251.0,4434.0,11.9,3.0,2006.0,4.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2333.09,1398481.0,10.3
June 2006 Second Open Bidding Exercise,2006-06-15 00:00:00,2006,cat_a,9301.0,2217.0,2393.0,2213.0,2,6,15,2006-06-15 00:00:00,776571.0,276010.0,7.0,2006.0,8251.0,4434.0,11.9,3.0,2006.0,4.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2265.42,1398481.0,10.3
July 2006 First Open Bidding Exercise,2006-07-01 00:00:00,2006,cat_a,10201.0,2216.0,2867.0,2210.0,3,7,1,2006-07-01 00:00:00,779932.0,277303.0,8.0,2006.0,9166.0,4873.0,11.2,4.0,2007.0,1.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1437317.0,10.3
July 2006 Second Open Bidding Exercise,2006-07-15 00:00:00,2006,cat_a,10803.0,2221.0,2776.0,2213.0,3,7,15,2006-07-15 00:00:00,779932.0,277303.0,8.0,2006.0,9166.0,4873.0,11.2,4.0,2007.0,1.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1437317.0,10.3
August 2006 First Open Bidding Exercise,2006-08-01 00:00:00,2006,cat_a,11901.0,2222.0,3333.0,2215.0,3,8,1,2006-08-01 00:00:00,782964.0,277776.0,9.0,2006.0,8631.0,4719.0,11.2,4.0,2007.0,1.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2402.91,1413682.0,10.3
August 2006 Second Open Bidding Exercise,2006-08-15 00:00:00,2006,cat_a,12989.0,2225.0,3398.0,2219.0,3,8,15,2006-08-15 00:00:00,782964.0,277776.0,9.0,2006.0,8631.0,4719.0,11.2,4.0,2007.0,1.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2399.65,1413682.0,10.3
September 2006 First Open Bidding Exercise,2006-09-01 00:00:00,2006,cat_a,13003.0,2223.0,2878.0,2222.0,3,9,1,2006-09-01 00:00:00,789112.0,279009.0,10.0,2006.0,7785.0,3571.0,11.2,4.0,2007.0,1.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2459.56,1307632.0,10.3
September 2006 Second Open Bidding Exercise,2006-09-15 00:00:00,2006,cat_a,13102.0,2223.0,2921.0,2223.0,3,9,15,2006-09-15 00:00:00,789112.0,279009.0,10.0,2006.0,7785.0,3571.0,11.2,4.0,2007.0,1.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2483.3,1307632.0,10.3
October 2006 First Open Bidding Exercise,2006-10-01 00:00:00,2006,cat_a,12001.0,2670.0,2953.0,2644.0,4,10,1,2006-10-01 00:00:00,792786.0,281020.0,11.0,2006.0,7604.0,3835.0,10.6,1.0,2007.0,2.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1425977.0,10.3
October 2006 Second Open Bidding Exercise,2006-10-15 00:00:00,2006,cat_a,10510.0,2669.0,2761.0,2669.0,4,10,15,2006-10-15 00:00:00,792786.0,281020.0,11.0,2006.0,7604.0,3835.0,10.6,1.0,2007.0,2.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,,1425977.0,10.3
November 2006 First Open Bidding Exercise,2006-11-01 00:00:00,2006,cat_a,12979.0,2695.0,4013.0,2693.0,4,11,1,2006-11-01 00:00:00,795783.0,282642.0,12.0,2006.0,8229.0,4323.0,10.6,1.0,2007.0,2.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2684.13,1482854.0,10.3
November 2006 Second Open Bidding Exercise,2006-11-15 00:00:00,2006,cat_a,12689.0,2669.0,3499.0,2668.0,4,11,15,2006-11-15 00:00:00,795783.0,282642.0,12.0,2006.0,8229.0,4323.0,10.6,1.0,2007.0,2.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2711.87,1482854.0,10.3
December 2006 First Open Bidding Exercise,2006-12-01 00:00:00,2006,cat_a,12200.0,2670.0,3018.0,2670.0,4,12,1,2006-12-01 00:00:00,799373.0,284551.0,1.0,2007.0,7617.0,4027.0,10.6,1.0,2007.0,2.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2766.07,1619943.0,10.3
December 2006 Second Open Bidding Exercise,2006-12-15 00:00:00,2006,cat_a,9605.0,2670.0,2886.0,2668.0,4,12,15,2006-12-15 00:00:00,799373.0,284551.0,1.0,2007.0,7617.0,4027.0,10.6,1.0,2007.0,2.0,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2862.8,1619943.0,10.3
January 2005 First Open Bidding Exercise,2005-01-01 00:00:00,2005,cat_a,18400.0,2513.0,2677.0,2512.0,1,1,1,2005-01-01 00:00:00,731314.0,260049.0,2.0,2005.0,10235.0,5282.0,8.3,2.0,2005.0,3.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,,1187251.0,10.2
January 2005 Second Open Bidding Exercise,2005-01-15 00:00:00,2005,cat_a,19501.0,2513.0,3793.0,2508.0,1,1,15,2005-01-15 00:00:00,731314.0,260049.0,2.0,2005.0,10235.0,5282.0,8.3,2.0,2005.0,3.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,,1187251.0,10.2
February 2005 First Open Bidding Exercise,2005-02-01 00:00:00,2005,cat_a,18200.0,2514.0,3394.0,2511.0,1,2,1,2005-02-01 00:00:00,732748.0,260026.0,3.0,2005.0,7661.0,4001.0,8.3,2.0,2005.0,3.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2017.42,1094858.0,10.2
February 2005 Second Open Bidding Exercise,2005-02-15 00:00:00,2005,cat_a,18159.0,2518.0,3140.0,2511.0,1,2,15,2005-02-15 00:00:00,732748.0,260026.0,3.0,2005.0,7661.0,4001.0,8.3,2.0,2005.0,3.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2084.03,1094858.0,10.2
March 2005 First Open Bidding Exercise,2005-03-01 00:00:00,2005,cat_a,20654.0,2516.0,3784.0,2509.0,1,3,1,2005-03-01 00:00:00,735475.0,260396.0,4.0,2005.0,12136.0,6559.0,8.3,2.0,2005.0,3.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2034.93,1251076.0,10.2
March 2005 Second Open Bidding Exercise,2005-03-15 00:00:00,2005,cat_a,18901.0,2520.0,3176.0,2449.0,1,3,15,2005-03-15 00:00:00,735475.0,260396.0,4.0,2005.0,12136.0,6559.0,8.3,2.0,2005.0,3.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2074.31,1251076.0,10.2
April 2005 First Open Bidding Exercise,2005-04-01 00:00:00,2005,cat_a,18279.0,2200.0,2685.0,2200.0,2,4,1,2005-04-01 00:00:00,737426.0,261209.0,5.0,2005.0,10582.0,5317.0,9.5,3.0,2005.0,4.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2059.1,1218461.0,10.2
April 2005 Second Open Bidding Exercise,2005-04-15 00:00:00,2005,cat_a,18101.0,2264.0,2563.0,2203.0,2,4,15,2005-04-15 00:00:00,737426.0,261209.0,5.0,2005.0,10582.0,5317.0,9.5,3.0,2005.0,4.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2056.94,1218461.0,10.2
May 2005 First Open Bidding Exercise,2005-05-01 00:00:00,2005,cat_a,17398.0,2193.0,2594.0,2185.0,2,5,1,2005-05-01 00:00:00,739130.0,261865.0,6.0,2005.0,9581.0,4783.0,9.5,3.0,2005.0,4.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,,1254142.0,10.2
May 2005 Second Open Bidding Exercise,2005-05-15 00:00:00,2005,cat_a,16897.0,2254.0,2548.0,2251.0,2,5,15,2005-05-15 00:00:00,739130.0,261865.0,6.0,2005.0,9581.0,4783.0,9.5,3.0,2005.0,4.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,,1254142.0,10.2
June 2005 First Open Bidding Exercise,2005-06-01 00:00:00,2005,cat_a,17481.0,2201.0,2873.0,2174.0,2,6,1,2005-06-01 00:00:00,742156.0,262962.0,7.0,2005.0,9766.0,4853.0,9.5,3.0,2005.0,4.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2094.51,1308583.0,10.2
June 2005 Second Open Bidding Exercise,2005-06-15 00:00:00,2005,cat_a,17289.0,2196.0,2636.0,2186.0,2,6,15,2005-06-15 00:00:00,742156.0,262962.0,7.0,2005.0,9766.0,4853.0,9.5,3.0,2005.0,4.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2134.31,1308583.0,10.2
July 2005 First Open Bidding Exercise,2005-07-01 00:00:00,2005,cat_a,16112.0,2220.0,2445.0,2218.0,3,7,1,2005-07-01 00:00:00,743901.0,263927.0,8.0,2005.0,10827.0,4983.0,9.1,4.0,2006.0,1.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2155.45,1361777.0,10.2
July 2005 Second Open Bidding Exercise,2005-07-15 00:00:00,2005,cat_a,16500.0,2203.0,2758.0,2197.0,3,7,15,2005-07-15 00:00:00,743901.0,263927.0,8.0,2005.0,10827.0,4983.0,9.1,4.0,2006.0,1.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2190.67,1361777.0,10.2
August 2005 First Open Bidding Exercise,2005-08-01 00:00:00,2005,cat_a,16502.0,2195.0,2843.0,2194.0,3,8,1,2005-08-01 00:00:00,745505.0,264313.0,9.0,2005.0,9138.0,4499.0,9.1,4.0,2006.0,1.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2306.39,1319753.0,10.2
August 2005 Second Open Bidding Exercise,2005-08-15 00:00:00,2005,cat_a,16101.0,2199.0,2421.0,2190.0,3,8,15,2005-08-15 00:00:00,745505.0,264313.0,9.0,2005.0,9138.0,4499.0,9.1,4.0,2006.0,1.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2225.65,1319753.0,10.2
September 2005 First Open Bidding Exercise,2005-09-01 00:00:00,2005,cat_a,16461.0,2194.0,2854.0,2194.0,3,9,1,2005-09-01 00:00:00,748070.0,265131.0,10.0,2005.0,8788.0,4588.0,9.1,4.0,2006.0,1.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2233.71,1247006.0,10.2
September 2005 Second Open Bidding Exercise,2005-09-15 00:00:00,2005,cat_a,15309.0,2202.0,2428.0,2179.0,3,9,15,2005-09-15 00:00:00,748070.0,265131.0,10.0,2005.0,8788.0,4588.0,9.1,4.0,2006.0,1.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2251.47,1247006.0,10.2
