bidding_exercise,date_x,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag_x,year_lag_x,total_motor_veh_dereg,cat_a_dereg,date_y,month_lag_y,year_lag_y,gdp,year_lag,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,day_lag,month_lag,air_departures,birth_rate
September 2009 First Open Bidding Exercise,2009-09-09 00:00:00,2009,cat_a,18020.0,1395.0,1844.0,1391.0,3,9,1,2009-09-01 00:00:00,915093.0,328787.0,9,2009,4197.0,1624.0,2009-08-01,9,2009,-5.7,2009,2,2009,3,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2588.9418181818182,1,9,1534162.0,10.2
August 2009 Second Open Bidding Exercise,2009-08-19 00:00:00,2009,cat_a,15019.0,1395.0,1567.0,1387.0,3,8,15,2009-08-15 00:00:00,912637.0,327610.0,8,2009,4837.0,2012.0,2009-07-01,8,2009,-5.7,2009,2,2009,3,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2296.402,15,8,1522370.0,10.2
August 2009 First Open Bidding Exercise,2009-08-05 00:00:00,2009,cat_a,13658.0,1395.0,1558.0,1395.0,3,8,1,2009-08-01 00:00:00,912637.0,327610.0,8,2009,4837.0,2012.0,2009-07-01,8,2009,-5.7,2009,2,2009,3,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2515.476153846154,1,8,1522370.0,10.2
July 2009 Second Open Bidding Exercise,2009-07-22 00:00:00,2009,cat_a,15291.0,1408.0,1603.0,1408.0,3,7,15,2009-07-15 00:00:00,910546.0,326787.0,7,2009,5131.0,2252.0,2009-06-01,7,2009,-5.7,2009,2,2009,3,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2373.2470000000003,15,7,1473188.0,10.2
July 2009 First Open Bidding Exercise,2009-07-08 00:00:00,2009,cat_a,14310.0,1405.0,1655.0,1405.0,3,7,1,2009-07-01 00:00:00,910546.0,326787.0,7,2009,5131.0,2252.0,2009-06-01,7,2009,-5.7,2009,2,2009,3,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2285.7708333333335,1,7,1473188.0,10.2
June 2009 Second Open Bidding Exercise,2009-06-17 00:00:00,2009,cat_a,12899.0,1415.0,1735.0,1402.0,2,6,15,2009-06-15 00:00:00,907566.0,325471.0,6,2009,5012.0,2268.0,2009-05-01,6,2009,-7.6,2009,1,2009,2,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2157.0588888888888,15,6,1368755.0,10.2
June 2009 First Open Bidding Exercise,2009-06-03 00:00:00,2009,cat_a,11690.0,1401.0,1967.0,1391.0,2,6,1,2009-06-01 00:00:00,907566.0,325471.0,6,2009,5012.0,2268.0,2009-05-01,6,2009,-7.6,2009,1,2009,2,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,2248.816363636364,1,6,1368755.0,10.2
May 2009 Second Open Bidding Exercise,2009-05-20 00:00:00,2009,cat_a,9889.0,1402.0,1999.0,1383.0,2,5,15,2009-05-15 00:00:00,904710.0,324165.0,5,2009,5200.0,2487.0,2009-04-01,5,2009,-7.6,2009,1,2009,2,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1818.1222222222223,15,5,1414252.0,10.2
May 2009 First Open Bidding Exercise,2009-05-06 00:00:00,2009,cat_a,8489.0,1396.0,2037.0,1391.0,2,5,1,2009-05-01 00:00:00,904710.0,324165.0,5,2009,5200.0,2487.0,2009-04-01,5,2009,-7.6,2009,1,2009,2,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1867.4591666666665,1,5,1414252.0,10.2
April 2009 Second Open Bidding Exercise,2009-04-22 00:00:00,2009,cat_a,7589.0,1396.0,1906.0,1390.0,2,4,15,2009-04-15 00:00:00,902634.0,323458.0,4,2009,6977.0,3241.0,2009-03-01,4,2009,-7.6,2009,1,2009,2,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1515.727,15,4,1420110.0,10.2
April 2009 First Open Bidding Exercise,2009-04-08 00:00:00,2009,cat_a,7090.0,1396.0,2026.0,1396.0,2,4,1,2009-04-01 00:00:00,902634.0,323458.0,4,2009,6977.0,3241.0,2009-03-01,4,2009,-7.6,2009,1,2009,2,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1653.5625,1,4,1420110.0,10.2
March 2009 Second Open Bidding Exercise,2009-03-18 00:00:00,2009,cat_a,5116.0,1843.0,2202.0,1843.0,1,3,15,2009-03-15 00:00:00,900017.0,322096.0,3,2009,5791.0,2983.0,2009-02-01,3,2009,0.1,2008,4,2009,1,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1704.275,15,3,1228027.0,10.2
March 2009 First Open Bidding Exercise,2009-03-04 00:00:00,2009,cat_a,4890.0,1839.0,2376.0,1839.0,1,3,1,2009-03-01 00:00:00,900017.0,322096.0,3,2009,5791.0,2983.0,2009-02-01,3,2009,0.1,2008,4,2009,1,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1626.8200000000002,1,3,1228027.0,10.2
February 2009 Second Open Bidding Exercise,2009-02-18 00:00:00,2009,cat_a,4460.0,1846.0,2722.0,1842.0,1,2,15,2009-02-15 00:00:00,897051.0,321102.0,2,2009,5644.0,2779.0,2009-01-01,2,2009,0.1,2008,4,2009,1,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1831.6933333333332,15,2,1471977.0,10.2
February 2009 First Open Bidding Exercise,2009-02-04 00:00:00,2009,cat_a,1020.0,1894.0,2077.0,1894.0,1,2,1,2009-02-01 00:00:00,897051.0,321102.0,2,2009,5644.0,2779.0,2009-01-01,2,2009,0.1,2008,4,2009,1,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1728.266,1,2,1471977.0,10.2
January 2009 Second Open Bidding Exercise,2009-01-21 00:00:00,2009,cat_a,2693.0,1839.0,2109.0,1832.0,1,1,15,2009-01-15 00:00:00,894682.0,320056.0,1,2009,6825.0,3303.0,2008-12-01,1,2009,0.1,2008,4,2009,1,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1709.29,15,1,1677129.0,10.2
January 2009 First Open Bidding Exercise,2009-01-07 00:00:00,2009,cat_a,5001.0,1839.0,2541.0,1784.0,1,1,1,2009-01-01 00:00:00,894682.0,320056.0,1,2009,6825.0,3303.0,2008-12-01,1,2009,0.1,2008,4,2009,1,4839396.0,6846.0,5.5,7086.0,4946.0,7752.0,5475.0,1764.6758333333335,1,1,1677129.0,10.2
December 2008 Second Open Bidding Exercise,2008-12-17 00:00:00,2008,cat_a,6200.0,1851.0,2788.0,1851.0,4,12,15,2008-12-15 00:00:00,891445.0,318384.0,12,2008,6305.0,3172.0,2008-11-01,12,2008,2.2,2008,3,2008,4,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,1825.5549999999998,15,12,1515958.0,10.3
December 2008 First Open Bidding Exercise,2008-12-03 00:00:00,2008,cat_a,7721.0,1840.0,3149.0,1840.0,4,12,1,2008-12-01 00:00:00,891445.0,318384.0,12,2008,6305.0,3172.0,2008-11-01,12,2008,2.2,2008,3,2008,4,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,1681.1619999999998,1,12,1515958.0,10.3
November 2008 Second Open Bidding Exercise,2008-11-19 00:00:00,2008,cat_a,2.0,1851.0,1852.0,1840.0,4,11,15,2008-11-15 00:00:00,889128.0,317406.0,11,2008,6338.0,3085.0,2008-10-01,11,2008,2.2,2008,3,2008,4,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2143.988888888889,15,11,1525034.0,10.3
November 2008 First Open Bidding Exercise,2008-11-05 00:00:00,2008,cat_a,10455.0,1848.0,2049.0,1848.0,4,11,1,2008-11-01 00:00:00,889128.0,317406.0,11,2008,6338.0,3085.0,2008-10-01,11,2008,2.2,2008,3,2008,4,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,1820.8325000000002,1,11,1525034.0,10.3
October 2008 Second Open Bidding Exercise,2008-10-22 00:00:00,2008,cat_a,10989.0,1846.0,2149.0,1835.0,4,10,15,2008-10-15 00:00:00,886473.0,316563.0,10,2008,6797.0,3299.0,2008-09-01,10,2008,2.2,2008,3,2008,4,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2648.145,15,10,1373939.0,10.3
October 2008 First Open Bidding Exercise,2008-10-08 00:00:00,2008,cat_a,13801.0,1856.0,2320.0,1848.0,4,10,1,2008-10-01 00:00:00,886473.0,316563.0,10,2008,6797.0,3299.0,2008-09-01,10,2008,2.2,2008,3,2008,4,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2451.645,1,10,1373939.0,10.3
September 2008 Second Open Bidding Exercise,2008-09-17 00:00:00,2008,cat_a,14100.0,2035.0,2765.0,2029.0,3,9,15,2008-09-15 00:00:00,882124.0,315156.0,9,2008,5947.0,2825.0,2008-08-01,9,2008,8.1,2008,2,2008,3,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2844.2349999999997,15,9,1522964.0,10.3
September 2008 First Open Bidding Exercise,2008-09-03 00:00:00,2008,cat_a,9501.0,2038.0,2172.0,2022.0,3,9,1,2008-09-01 00:00:00,882124.0,315156.0,9,2008,5947.0,2825.0,2008-08-01,9,2008,8.1,2008,2,2008,3,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2733.460909090909,1,9,1522964.0,10.3
August 2008 Second Open Bidding Exercise,2008-08-20 00:00:00,2008,cat_a,13289.0,2036.0,2318.0,2036.0,3,8,15,2008-08-15 00:00:00,879022.0,314265.0,8,2008,6771.0,3269.0,2008-07-01,8,2008,8.1,2008,2,2008,3,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2905.691,15,8,1530938.0,10.3
August 2008 First Open Bidding Exercise,2008-08-06 00:00:00,2008,cat_a,12501.0,2035.0,2267.0,2032.0,3,8,1,2008-08-01 00:00:00,879022.0,314265.0,8,2008,6771.0,3269.0,2008-07-01,8,2008,8.1,2008,2,2008,3,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2901.5107692307693,1,8,1530938.0,10.3
July 2008 Second Open Bidding Exercise,2008-07-23 00:00:00,2008,cat_a,14101.0,2048.0,2464.0,2047.0,3,7,15,2008-07-15 00:00:00,874969.0,312926.0,7,2008,6559.0,3230.0,2008-06-01,7,2008,8.1,2008,2,2008,3,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3093.096,15,7,1513040.0,10.3
July 2008 First Open Bidding Exercise,2008-07-09 00:00:00,2008,cat_a,14685.0,2036.0,2463.0,2036.0,3,7,1,2008-07-01 00:00:00,874969.0,312926.0,7,2008,6559.0,3230.0,2008-06-01,7,2008,8.1,2008,2,2008,3,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2992.0045454545457,1,7,1513040.0,10.3
June 2008 Second Open Bidding Exercise,2008-06-18 00:00:00,2008,cat_a,14101.0,2037.0,2319.0,2024.0,2,6,15,2008-06-15 00:00:00,870441.0,311442.0,6,2008,6190.0,3103.0,2008-05-01,6,2008,13.9,2008,1,2008,2,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3208.648888888889,15,6,1534984.0,10.3
June 2008 First Open Bidding Exercise,2008-06-04 00:00:00,2008,cat_a,14590.0,2038.0,2500.0,2038.0,2,6,1,2008-06-01 00:00:00,870441.0,311442.0,6,2008,6190.0,3103.0,2008-05-01,6,2008,13.9,2008,1,2008,2,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3166.685454545455,1,6,1534984.0,10.3
May 2008 Second Open Bidding Exercise,2008-05-22 00:00:00,2008,cat_a,15701.0,2063.0,2824.0,2062.0,2,5,15,2008-05-15 00:00:00,866138.0,309937.0,5,2008,6980.0,3498.0,2008-04-01,5,2008,13.9,2008,1,2008,2,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3113.475,15,5,1460867.0,10.3
May 2008 First Open Bidding Exercise,2008-05-07 00:00:00,2008,cat_a,11009.0,2053.0,2211.0,2051.0,2,5,1,2008-05-01 00:00:00,866138.0,309937.0,5,2008,6980.0,3498.0,2008-04-01,5,2008,13.9,2008,1,2008,2,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3152.986666666666,1,5,1460867.0,10.3
April 2008 Second Open Bidding Exercise,2008-04-23 00:00:00,2008,cat_a,15600.0,2036.0,2197.0,2009.0,2,4,15,2008-04-15 00:00:00,862213.0,308463.0,4,2008,6848.0,3486.0,2008-03-01,4,2008,13.9,2008,1,2008,2,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2880.114,15,4,1565559.0,10.3
April 2008 First Open Bidding Exercise,2008-04-09 00:00:00,2008,cat_a,16930.0,2043.0,2570.0,2026.0,2,4,1,2008-04-01 00:00:00,862213.0,308463.0,4,2008,6848.0,3486.0,2008-03-01,4,2008,13.9,2008,1,2008,2,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2927.2110000000002,1,4,1565559.0,10.3
March 2008 Second Open Bidding Exercise,2008-03-19 00:00:00,2008,cat_a,15389.0,2161.0,2474.0,2161.0,1,3,15,2008-03-15 00:00:00,859091.0,307821.0,3,2008,5282.0,2549.0,2008-02-01,3,2008,17.3,2007,4,2008,1,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,2980.615,15,3,1416975.0,10.3
March 2008 First Open Bidding Exercise,2008-03-05 00:00:00,2008,cat_a,14351.0,2171.0,2727.0,2164.0,1,3,1,2008-03-01 00:00:00,859091.0,307821.0,3,2008,5282.0,2549.0,2008-02-01,3,2008,17.3,2007,4,2008,1,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3067.108181818182,1,3,1416975.0,10.3
February 2008 Second Open Bidding Exercise,2008-02-20 00:00:00,2008,cat_a,12856.0,2291.0,2923.0,2288.0,1,2,15,2008-02-15 00:00:00,855798.0,306775.0,2,2008,7078.0,3288.0,2008-01-01,2,2008,17.3,2007,4,2008,1,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3339.3855555555556,15,2,1465433.0,10.3
February 2008 First Open Bidding Exercise,2008-02-05 00:00:00,2008,cat_a,12002.0,2167.0,3005.0,2155.0,1,2,1,2008-02-01 00:00:00,855798.0,306775.0,2,2008,7078.0,3288.0,2008-01-01,2,2008,17.3,2007,4,2008,1,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3038.986923076923,1,2,1465433.0,10.3
January 2008 Second Open Bidding Exercise,2008-01-23 00:00:00,2008,cat_a,12001.0,2231.0,2611.0,2098.0,1,1,15,2008-01-15 00:00:00,851336.0,304853.0,1,2008,5706.0,2805.0,2007-12-01,1,2008,17.3,2007,4,2008,1,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3512.583,15,1,1668761.0,10.3
January 2008 First Open Bidding Exercise,2008-01-09 00:00:00,2008,cat_a,14052.0,2162.0,2553.0,2154.0,1,1,1,2008-01-01 00:00:00,851336.0,304853.0,1,2008,5706.0,2805.0,2007-12-01,1,2008,17.3,2007,4,2008,1,4588599.0,6552.0,4.3,6295.0,4375.0,6889.0,4883.0,3401.9866666666667,1,1,1668761.0,10.3
January 2007 First Open Bidding Exercise,2007-01-01 00:00:00,2007,cat_a,11704.0,2668.0,3686.0,2663.0,1,1,1,2007-01-01 00:00:00,799373.0,284551.0,1,2007,7617.0,4027.0,2006-12-01,1,2007,11.2,2006,4,2007,1,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2878.252,1,1,1619943.0,10.3
January 2007 Second Open Bidding Exercise,2007-01-15 00:00:00,2007,cat_a,11881.0,2671.0,3155.0,2670.0,1,1,15,2007-01-15 00:00:00,799373.0,284551.0,1,2007,7617.0,4027.0,2006-12-01,1,2007,11.2,2006,4,2007,1,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2810.924,15,1,1619943.0,10.3
February 2007 First Open Bidding Exercise,2007-02-01 00:00:00,2007,cat_a,11489.0,2673.0,3005.0,2654.0,1,2,1,2007-02-01 00:00:00,804095.0,286918.0,2,2007,8272.0,4319.0,2007-01-01,2,2007,11.2,2006,4,2007,1,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3022.366153846154,1,2,1368539.0,10.3
February 2007 Second Open Bidding Exercise,2007-02-15 00:00:00,2007,cat_a,5200.0,2670.0,2823.0,2670.0,1,2,15,2007-02-15 00:00:00,804095.0,286918.0,2,2007,8272.0,4319.0,2007-01-01,2,2007,11.2,2006,4,2007,1,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,2938.9575,15,2,1368539.0,10.3
March 2007 First Open Bidding Exercise,2007-03-01 00:00:00,2007,cat_a,12602.0,2687.0,5296.0,2680.0,1,3,1,2007-03-01 00:00:00,807663.0,288505.0,3,2007,6725.0,3495.0,2007-02-01,3,2007,11.2,2006,4,2007,1,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3181.57875,1,3,1301969.0,10.3
March 2007 Second Open Bidding Exercise,2007-03-15 00:00:00,2007,cat_a,13504.0,2669.0,4752.0,2659.0,1,3,15,2007-03-15 00:00:00,807663.0,288505.0,3,2007,6725.0,3495.0,2007-02-01,3,2007,11.2,2006,4,2007,1,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3129.606,15,3,1301969.0,10.3
April 2007 First Open Bidding Exercise,2007-04-01 00:00:00,2007,cat_a,14000.0,2165.0,3691.0,2161.0,2,4,1,2007-04-01 00:00:00,811461.0,290285.0,4,2007,8660.0,4235.0,2007-03-01,4,2007,10.6,2007,1,2007,2,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3106.2141666666666,1,4,1478309.0,10.3
April 2007 Second Open Bidding Exercise,2007-04-15 00:00:00,2007,cat_a,14601.0,2168.0,3327.0,2168.0,2,4,15,2007-04-15 00:00:00,811461.0,290285.0,4,2007,8660.0,4235.0,2007-03-01,4,2007,10.6,2007,1,2007,2,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3019.855,15,4,1478309.0,10.3
May 2007 First Open Bidding Exercise,2007-05-01 00:00:00,2007,cat_a,16159.0,2163.0,3449.0,2163.0,2,5,1,2007-05-01 00:00:00,814978.0,291972.0,5,2007,7882.0,3798.0,2007-04-01,5,2007,10.6,2007,1,2007,2,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3302.9672727272728,1,5,1419379.0,10.3
May 2007 Second Open Bidding Exercise,2007-05-15 00:00:00,2007,cat_a,17010.0,2158.0,2825.0,2147.0,2,5,15,2007-05-15 00:00:00,814978.0,291972.0,5,2007,7882.0,3798.0,2007-04-01,5,2007,10.6,2007,1,2007,2,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3273.601111111111,15,5,1419379.0,10.3
June 2007 First Open Bidding Exercise,2007-06-01 00:00:00,2007,cat_a,16181.0,2159.0,2441.0,2159.0,2,6,1,2007-06-01 00:00:00,818835.0,293604.0,6,2007,7584.0,3605.0,2007-05-01,6,2007,10.6,2007,1,2007,2,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3443.476666666667,1,6,1446780.0,10.3
June 2007 Second Open Bidding Exercise,2007-06-15 00:00:00,2007,cat_a,15591.0,2169.0,2489.0,2119.0,2,6,15,2007-06-15 00:00:00,818835.0,293604.0,6,2007,7584.0,3605.0,2007-05-01,6,2007,10.6,2007,1,2007,2,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3378.0377777777776,15,6,1446780.0,10.3
July 2007 First Open Bidding Exercise,2007-07-01 00:00:00,2007,cat_a,14801.0,2159.0,2480.0,2150.0,3,7,1,2007-07-01 00:00:00,824388.0,295817.0,7,2007,6736.0,3318.0,2007-06-01,7,2007,13.9,2007,2,2007,3,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3509.2736363636363,1,7,1467817.0,10.3
July 2007 Second Open Bidding Exercise,2007-07-15 00:00:00,2007,cat_a,16000.0,2208.0,2678.0,2177.0,3,7,15,2007-07-15 00:00:00,824388.0,295817.0,7,2007,6736.0,3318.0,2007-06-01,7,2007,13.9,2007,2,2007,3,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3480.185,15,7,1467817.0,10.3
August 2007 First Open Bidding Exercise,2007-08-01 00:00:00,2007,cat_a,17001.0,2168.0,2632.0,2018.0,3,8,1,2007-08-01 00:00:00,828375.0,297343.0,8,2007,6336.0,3110.0,2007-07-01,8,2007,13.9,2007,2,2007,3,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3533.3683333333333,1,8,1496093.0,10.3
August 2007 Second Open Bidding Exercise,2007-08-15 00:00:00,2007,cat_a,8118.0,2189.0,2315.0,2188.0,3,8,15,2007-08-15 00:00:00,828375.0,297343.0,8,2007,6336.0,3110.0,2007-07-01,8,2007,13.9,2007,2,2007,3,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3514.6050000000005,15,8,1496093.0,10.3
September 2007 First Open Bidding Exercise,2007-09-01 00:00:00,2007,cat_a,17999.0,2309.0,3753.0,2303.0,3,9,1,2007-09-01 00:00:00,832996.0,298733.0,9,2007,6092.0,2852.0,2007-08-01,9,2007,13.9,2007,2,2007,3,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3239.783076923077,1,9,1498667.0,10.3
September 2007 Second Open Bidding Exercise,2007-09-15 00:00:00,2007,cat_a,17941.0,2159.0,3055.0,2159.0,3,9,15,2007-09-15 00:00:00,832996.0,298733.0,9,2007,6092.0,2852.0,2007-08-01,9,2007,13.9,2007,2,2007,3,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3321.3655555555556,15,9,1498667.0,10.3
October 2007 First Open Bidding Exercise,2007-10-01 00:00:00,2007,cat_a,16999.0,2165.0,2604.0,2160.0,4,10,1,2007-10-01 00:00:00,837844.0,300612.0,10,2007,5877.0,2750.0,2007-09-01,10,2007,16.9,2007,3,2007,4,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3535.807,1,10,1385013.0,10.3
October 2007 Second Open Bidding Exercise,2007-10-15 00:00:00,2007,cat_a,12401.0,2158.0,2472.0,2158.0,4,10,15,2007-10-15 00:00:00,837844.0,300612.0,10,2007,5877.0,2750.0,2007-09-01,10,2007,16.9,2007,3,2007,4,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3398.418,15,10,1385013.0,10.3
November 2007 First Open Bidding Exercise,2007-11-01 00:00:00,2007,cat_a,16839.0,2164.0,3040.0,2149.0,4,11,1,2007-11-01 00:00:00,842256.0,302146.0,11,2007,6542.0,3135.0,2007-10-01,11,2007,16.9,2007,3,2007,4,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3727.546923076923,1,11,1485531.0,10.3
November 2007 Second Open Bidding Exercise,2007-11-15 00:00:00,2007,cat_a,14404.0,2158.0,2450.0,2154.0,4,11,15,2007-11-15 00:00:00,842256.0,302146.0,11,2007,6542.0,3135.0,2007-10-01,11,2007,16.9,2007,3,2007,4,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3762.774,15,11,1485531.0,10.3
December 2007 First Open Bidding Exercise,2007-12-01 00:00:00,2007,cat_a,12001.0,2174.0,2373.0,2171.0,4,12,1,2007-12-01 00:00:00,846299.0,303559.0,12,2007,5143.0,2473.0,2007-11-01,12,2007,16.9,2007,3,2007,4,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3375.3475,1,12,1564788.0,10.3
December 2007 Second Open Bidding Exercise,2007-12-15 00:00:00,2007,cat_a,14001.0,2162.0,2588.0,2089.0,4,12,15,2007-12-15 00:00:00,846299.0,303559.0,12,2007,5143.0,2473.0,2007-11-01,12,2007,16.9,2007,3,2007,4,4401365.0,6298.0,3.2,5715.0,4000.0,6280.0,4495.0,3595.011111111111,15,12,1564788.0,10.3
January 2006 First Open Bidding Exercise,2006-01-01 00:00:00,2006,cat_a,10602.0,2787.0,3076.0,2778.0,1,1,1,2006-01-01 00:00:00,754992.0,267872.0,1,2006,9487.0,4782.0,2005-12-01,1,2006,9.1,2005,4,2006,1,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2260.433636363636,1,1,1445536.0,10.2
January 2006 Second Open Bidding Exercise,2006-01-15 00:00:00,2006,cat_a,8009.0,2785.0,3213.0,2783.0,1,1,15,2006-01-15 00:00:00,754992.0,267872.0,1,2006,9487.0,4782.0,2005-12-01,1,2006,9.1,2005,4,2006,1,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2245.719,15,1,1445536.0,10.2
February 2006 First Open Bidding Exercise,2006-02-01 00:00:00,2006,cat_a,10284.0,2794.0,5517.0,2787.0,1,2,1,2006-02-01 00:00:00,759655.0,269747.0,2,2006,8901.0,4755.0,2006-01-01,2,2006,9.1,2005,4,2006,1,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2315.695,1,2,1340581.0,10.2
February 2006 Second Open Bidding Exercise,2006-02-15 00:00:00,2006,cat_a,10103.0,2787.0,5030.0,2779.0,1,2,15,2006-02-15 00:00:00,759655.0,269747.0,2,2006,8901.0,4755.0,2006-01-01,2,2006,9.1,2005,4,2006,1,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2333.68125,15,2,1340581.0,10.2
March 2006 First Open Bidding Exercise,2006-03-01 00:00:00,2006,cat_a,11199.0,2792.0,5001.0,2786.0,1,3,1,2006-03-01 00:00:00,761335.0,270276.0,3,2006,8390.0,4329.0,2006-02-01,3,2006,9.1,2005,4,2006,1,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2376.829,1,3,1195684.0,10.2
March 2006 Second Open Bidding Exercise,2006-03-15 00:00:00,2006,cat_a,11904.0,2792.0,4381.0,2784.0,1,3,15,2006-03-15 00:00:00,761335.0,270276.0,3,2006,8390.0,4329.0,2006-02-01,3,2006,9.1,2005,4,2006,1,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2364.046,15,3,1195684.0,10.2
April 2006 First Open Bidding Exercise,2006-04-01 00:00:00,2006,cat_a,11901.0,2222.0,3183.0,2215.0,2,4,1,2006-04-01 00:00:00,766036.0,272085.0,4,2006,11503.0,5974.0,2006-03-01,4,2006,10.5,2006,1,2006,2,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2443.1492307692306,1,4,1357895.0,10.2
April 2006 Second Open Bidding Exercise,2006-04-15 00:00:00,2006,cat_a,11901.0,2225.0,2762.0,2220.0,2,4,15,2006-04-15 00:00:00,766036.0,272085.0,4,2006,11503.0,5974.0,2006-03-01,4,2006,10.5,2006,1,2006,2,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2435.328,15,4,1357895.0,10.2
May 2006 First Open Bidding Exercise,2006-05-01 00:00:00,2006,cat_a,10003.0,2223.0,2426.0,2222.0,2,5,1,2006-05-01 00:00:00,768335.0,272933.0,5,2006,9775.0,4660.0,2006-04-01,5,2006,10.5,2006,1,2006,2,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2525.053,1,5,1356139.0,10.2
